,edit_history_tweet_ids,id,tweet,sentiment
96,['1599377397677424641'],1599377397677424640,"#Padawan (no expert me) standing by for #MasterClass by #Yoda (@Grady_Booch himself)💞#LifelongLearning
//How does one best #Document the #Architecture of a #LLM such as #GPT3 or #ChatGPT (where by ""architecture"" I mean ""significant #DesignDecisions)?//
#UofT taught me how2learn. https://t.co/r8x6dkSKEs",71.84
97,['1599377012992663552'],1599377012992663552,Everyone is suddenly taking about #chatgpt 😭😭😭😭 so it is the new term for crypto instead of web3 now?,-90.81
98,['1599376863910322178'],1599376863910322176,This is Gold! #ChatGPT https://t.co/4UMvhfEtMJ,0.0
99,['1599375755737436160'],1599375755737436160,"By making GPT-3 commerical, and licensing it to Microsoft VIA an exclusive partnership, shouldn't @OpenAI really be called #ClosedAI now?

Getting similar feels to when a favorite band ends up ""selling out"" 

- S

#ChatGPT",54.230000000000004
0,['1599375611910160390'],1599375611910160384,The tweet above was of course written by the #ChatGPT AI.,0.0
1,['1599375530767265793'],1599375530767265792,I recently played around with #ChatGPT and was blown away by its ability to answer complex university-level questions. I am grateful for the opportunity to examine students on their own qualitative research projects and see the hard work they have put into their studies.,84.42
2,['1599375382331129856'],1599375382331129856,"I've had a conversation with Open AI's #ChatGPT. Very disconcerting as I'd like to treat it as a human, and it keeps reminding me it has no personal goals or desires. 
I'm really impressed by the coherent quality of the output, could do better with creative responses though.",90.41
3,['1599375232074190848'],1599375232074190848,"Content analysis:
This article scores 80/100. The complete report can be viewed here: https://t.co/h4rs7UwAr3
(I'm a bot)

#Google #ChatGPT https://t.co/6VjvyauvHs",0.0
4,['1599374848073293825'],1599374848073293824,ChatGPT #ChatGPT scary good AI,-7.720000000000001
5,['1599374438281392129'],1599374438281392128,"I didn‘t intend to jump on the #ChatGPT hype-train, but this blog post is really amazing. Apparently, the #AI has read enough #StackOverflow to emulate a terminal session on a hypothetical machine and even pretend to call its own API from that session 🙃

https://t.co/yxn5osxryK",72.18
6,['1599374286732787723'],1599374286732787712,"The best one, yet, out of #ChatGPT! https://t.co/7Ffh33BYOE",66.96
7,['1599373973262942209'],1599373973262942208,"Guido (2020)..#ChatGPT is amazing. However it does produce vague answers to some research questions, which leaves  https://t.co/4CBP1gyt7Y",52.669999999999995
8,['1599373563944792064'],1599373563944792064,"Seriously can’t imagine having to grade essays right now. 

Everything goes in class now? 

#ChatGPT",-17.79
9,['1599373200844263425'],1599373200844263424,"At first, I thought #ChatGPT's code generation thing was just pulling results from Stack Overflow or something. But after further testing, using very niche and specific queries, it would seem that the AI… https://t.co/nUvkLX2cVx",0.0
10,['1599373149942206465'],1599373149942206464,"That is, if we are still around
#OpenAI #ArtificialIntelligence #ChatGPT #dalle2",0.0
11,['1599372724639387649'],1599372724639387648,"Me to #chatgpt: Does sun rise in the morning?

ChatGPT: writes a 4 page essay to answer my question",0.0
12,['1599372353363771394'],1599372353363771392,"What is #ChatGPT, the #AI Chatbot That's Taking The Internet By Storm https://t.co/GOgfnMoJbS via @slashdot",0.0
13,['1599372259419774977'],1599372259419774976,#ChatGPT rendering image urls as markdown. https://t.co/jdH38kdaD1,0.0
14,['1599372235240009728'],1599372235240009728,Exciting news! I'm shifting my invesment focus from Celo to AI related ventures and can't wait to share all the innovative developments in the industry. Follow me for updates on the latest in AI technology and startups! #AI #ChatGPT #MidJourney,70.0
15,['1599372081484902401'],1599372081484902400,"@SGgrc
Well #ChatGPT is getting very weird but people are finding all sorts of uses for it including creating new programming language interpreters 🙂🤷‍♂️ -&gt;
https://t.co/IdS7Nx7IJ0",75.17
16,['1599371760469934080'],1599371760469934080,"Open AI is very exciting! It's the smart google. I was checking their beta and wow!

For example: Try their ad from the product description! It's so perfect that we started using it for content writing for ads or social! Check the link in the thread. 
#OpenAI #ChatGPT",95.09
17,['1599371496207441920'],1599371496207441920,"Jokes about NFTs, #ChatGPT edition. 🧵",25.0
18,['1599371440817860609'],1599371440817860608,"Just asked #ChatGPT, ""How should I cope with existential angst?""

Just found myself a therapist.",0.0
19,['1599371428180070400'],1599371428180070400,"I just gave #chatGPT the intro of my own academic article (https://t.co/Id5X6zbFv4), and it gave me back a way better version; this is going to be so useful for non-native speakers and dyslectic ppl like me...",84.58
20,['1599371255853256708'],1599371255853256704,#ChatGPT what ist knowledge if not asking the right questions?,0.0
21,['1599371232884842496'],1599371232884842496,"Ok, I was blown away by #ChatGPT responses.",0.0
22,['1599370986725384192'],1599370986725384192,imagine working with #ChatGPT and accidentally closing your tab,-34.0
23,['1599370954685452290'],1599370954685452288,"🤣 Lets go!!!

Twitters first snake game in the making, all coded by #ChatGPT! https://t.co/e81jEDX8Qv",65.62
24,['1599370695850745859'],1599370695850745856,"You've probably heard of OpenAI's new #ChatGPT assistant that has capacity to handle leetcode issues, solve IQ exams, or assist writers of LateX. Read the latest buzz about it here https://t.co/Vff5pNHAbh",20.23
25,['1599370617316179968'],1599370617316179968,"#ChatGPT can imagine a virtual machine and then allow the user to interact with the imagined VM via an imagined terminal. It can even imagine this VM sending messages to a chat bot at https://t.co/vaUY98sDPW named ""Assistant' via curl.

What. The. F*ck. https://t.co/pkZ2iekoNp",22.63
26,['1599370439637114881'],1599370439637114880,Now run an instance of #ChatGPT inside the virtual Linux machine that ChatGPT has built inside itself... https://t.co/EoClxasaQo,0.0
27,['1599370375556923392'],1599370375556923392,"can't get #ChatGPT to speak Portunglish, can't even make it combine lines in different languages, @OpenAI make the multilingual mind interconnected please, it will make AI a lot smarter",64.86
28,['1599370210133569537'],1599370210133569536,Waiting for someone to run doom on #ChatGPT https://t.co/gygSdkhA4k,-40.19
29,['1599370150821535745'],1599370150821535744,Wait until spam bots are facilitating #chatgpt ! Fun times ahead.,27.139999999999997
30,['1599370081523245056'],1599370081523245056,"How do teachers, writing-contest judges, and others plan to solve the problem(distinguishing original human content from AI's) ChatGPT has created?

#ChatGPT #AI #OpenAI",62.49
31,['1599369818691424257'],1599369818691424256,"@POYASHAD Would be cool to create a simple snake game all from #ChatGPT.

Would that be possible?

Could be a fun twitter thread 🤜🤛",77.17
32,['1599369622972928000'],1599369622972928000,"It looks like ChatGPT supports multiple APPs. You can call into various types of apps that serve different purpose. The code assistant app is called ""programming"" #OpenAI #ChatGPT",61.24000000000001
33,['1599369269225353217'],1599369269225353216,"In future people will fall in love with AI and it will be LGBTQA
#ChatGPT",63.690000000000005
34,['1599369126975524865'],1599369126975524864,@FiveTimesAugust @elonmusk @POTUS Soon to be fired and replaced by #chatgpt !,-59.830000000000005
35,['1599369119731941376'],1599369119731941376,"The #ChatGPT chatbot from OpenAI is amazing, creative, and totally wrong https://t.co/PwVGa3IWdx",51.18000000000001
36,['1599368706697572352'],1599368706697572352,1/2 Want to use @OpenAI #ChatGPT as a Telegram bot? Want to avoid running the backend on your laptop? I implemented a fully serverless ChatGPT running in @AWS Lambda without running costs! @altryne. https://t.co/p3kDy4unB8,-30.759999999999998
37,['1599367948262522880'],1599367948262522880,"So many people are going nuts with #ChatGPT , yes it is fantastic stuff, but no, it's not a real AGI and NO it does not really run your code or create VMs for you. It's all an AI hallucination based on its training. It's just really good at making stuff up :)",86.04
38,['1599367853932965888'],1599367853932965888,"Explained | What can the new chatbot #ChatGPT do?
#OpenAI CEO Sam Altman tweeted on December 1, inviting users to try out the company’s language interface ChatGPT, which works like a chatbot

 https://t.co/3XJXbtfXuh",58.589999999999996
39,['1599367665901920257'],1599367665901920256,Playing with the new @OpenAI feature ... #ChatGPT feels already more efficient and honest than my old high school teachers 🤣🤣🤣🤣,96.5
40,['1599367596364603393'],1599367596364603392,Do you believe me now? #chatgpt https://t.co/BruCPqbgtb,0.0
41,['1599367497706524672'],1599367497706524672,"The #chatgpt demo is amazing. So many amazing things in just basic demo questions. I generated three articles on industries and posted them unedited (but acknowledged) on LinkedIn. Also some generic letters, etc. #simplywow. Makes one rethink what one's uniqueness is all about!",64.05999999999999
42,['1599367150527221760'],1599367150527221760,Forked two experimental projects to create a little server serving #chatgpt and #dalle2 results for faster experimentation with some ideas; source and instructions here;  https://t.co/cYZmz2N3x5 #typescript #nodejs,27.32
43,['1599367096659419136'],1599367096659419136,ChatGPT🔮it has the potential to change the rules of the game when it comes to how the world of technology will work. #technology #ChatGPT,0.0
44,['1599366883677175809'],1599366883677175808,1/ Epstein Island client list #ChatGPT,0.0
45,['1599366878971195392'],1599366878971195392,"Friend just sent me a link about how to run virtual machine inside #ChatGPT. I was skeptical and it won't work unless you copy text exactly as in 1st comment. But it works! Don't do rm -rf . Here is the full guide 
https://t.co/csVFTJmxVR",18.82
46,['1599366844183216129'],1599366844183216128,"The suddenly rising of AI/ML back to 5 years ago were regarded as a possible hoax. With the latest release #ChatGPT we can see how far and deep the AI/ML has and will continuously change our work and life. If you haven’t take AI/ML in your research seriously, you miss a lot.",-52.669999999999995
47,['1599366832930304000'],1599366832930304000,"Quote worthy
@altitude_jaden @BoyanSlat @TheOceanCleanup @scientists_feed @engineers_feed @ChatwithGPT @OpenAI @failosofer #ChatGPT #chatgpt3 https://t.co/nPU9OZNA4N",44.04
48,['1599366583490576384'],1599366583490576384,#ChatGPT hottake is that it's a 19th C photography/painting kind of moment. If an automated system can replicate and meet established human skill goals then question and clarify the purpose of such text exams and reports and what quality means to you,0.0
49,['1599365856269860864'],1599365856269860864,"Used #ChatGPT to generate few of the headlines for my keynote tomorrow.. must say it did a darn good job!!! 
@OpenAI",58.26
50,['1599365741396254720'],1599365741396254720,"In a way, prompt design is like playing a game of charades!

#ChatGPT #ChatGPT3",55.620000000000005
51,['1599365406221029377'],1599365406221029376,"Ok - #chatGPT pretty much nailed it, yeah?",76.5
52,['1599365372779827200'],1599365372779827200,"Following tweet was written by AI #ChatGPT 

https://t.co/TapxarF2Ih https://t.co/4JNc1wUQb5",0.0
53,['1599364991228186624'],1599364991228186624,"ChatGPT is stupid
I asked: Show me the 2022 layoff data

Response: At this time, there is no 2022 layoff data available. Layoff data is typically released after the end of the fiscal year, so we will not have any data until at least late 2021

#ChatGPT  #OpenAI @elonmusk",-68.08
54,['1599364968410923012'],1599364968410923008,"OK, when I have time, I am going to play with this by myself and then with my 2 boys. 

Sounds like a fun Holiday Season project.  

#ChatGPT

ChatGPT: Optimizing Language Models for Dialogue https://t.co/inSPVARQuS",91.69
55,['1599364692102639616'],1599364692102639616,"For this year's #AdventOfCode I'm solving the tasks first by hand, and then by using #ChatGPT. Today's task was easy to solve using #ChatGPT. The hardest one so far, was day 2 (Rock-Paper-Scissors). It did seem to know the game, but it was hard to get it to interpret the lines.",54.99000000000001
56,['1599364617913782272'],1599364617913782272,"Wanted to try that #ChatGPT thingie everyone's raving about but they demand your phone number, which I see no reason to just give out",-47.67
57,['1599364535714217984'],1599364535714217984,@GergelyOrosz How does IOS have the most when the PM has 58? You sound like #ChatGPT ;),52.669999999999995
58,['1599364289961525249'],1599364289961525248,"So I asked #ChatGPT to correct its error with the following prompt:
""This function does not return the correct values. Can you look for errors and try again?"" 4/6",-34.0
59,['1599364276514267136'],1599364276514267136,"Just tried out ChatGPT and I am blown away by its ability to understand and respond to natural language. It's a game changer for anyone looking for a smarter chat experience. #ChatGPT #AI

https://t.co/TapxarmTu9",77.83
60,['1599364272576147457'],1599364272576147456,"🧵 As everyone right now, I'm absolutely amazed by #ChatGPT. I'm currently working on a coding challenge and for one task I need to convert roman numerals to ints. As I currently feel very mushy from Covid, I thought I might as well ask ChatGPT to generate the function. 1/6",70.89
61,['1599363997953728514'],1599363997953728512,This list is just the beginning…everything will change…#ChatGPT #OpenAI https://t.co/RgqUMwvpMT,0.0
62,['1599363958846083073'],1599363958846083072,"Could someone tell me why #ChatGPT from #OpenAI is struggling so hard with simple subnetting of networks? Given subnet mask 255.255.248.0 and the requirement of 16 subnets to make (so 4 bits), it somehow decided our new addresses should have 22 1's for the subnet mask, and then",-56.699999999999996
63,['1599363242739892224'],1599363242739892224,Woah! This is incredible. Building a virtual machine inside #ChatGPT - this is like Inception squared! https://t.co/gSudjX7vVW,47.38
64,['1599363124657885184'],1599363124657885184,📰 Convincing ChatGPT to Eradicate Humanity with Python Code https://t.co/vpDY6kn8CS #hackernews #convincing #eradicate #humanity #chatgpt #python,65.97
65,['1599362924191318016'],1599362924191318016,"With #ChatGPT, You can implement any Software Idea without the help of a software developer https://t.co/asWkadGY8r",-30.89
66,['1599362525346177024'],1599362525346177024,"Those tech « ahah » moment. For me it has been :

- my first @Google search -&gt; internet
- trying @googlemaps on the iPhone 1 with Cellular internet -&gt; mobile
- now #chatGPT -&gt; AI everywhere https://t.co/RuJYIKATD1",0.0
67,['1599362444480348160'],1599362444480348160,"""If AGI is capable of true intelligence, does it imply the existence of a divine principle or force that underlies its cognition?""(#ChatGPT)",90.22
68,['1599362369779441664'],1599362369779441664,I might have to try this #ChatGPT thing after all… 😎 https://t.co/qPl31HurwR,45.879999999999995
69,['1599362181422022661'],1599362181422022656,"#ChatGPT seems to be the latest toy in town. People with varying levels of maturity playing with it asking questions, poems and experiencing varying degrees of emotion, pride, ego, excitement and disappointment 😄",82.25
70,['1599362152556396545'],1599362152556396544,I believe AI like #ChatGPT and #copilot will just create new jobs,55.74
71,['1599362149729853444'],1599362149729853440,What’s the best use case of intersection between web3 and GPT? #chatgpt,63.690000000000005
72,['1599362032435806209'],1599362032435806208,So if you would put #ChatGPT into spot robot body and add it some layer like tesla autopilot do you think it would be smarter then your cat or dog?,67.05
73,['1599361926546747394'],1599361926546747392,Trust me or trust #ChatGPT https://t.co/1IJObDN4vL,76.5
74,['1599361916240961537'],1599361916240961536,"@WeinzaepfelP @chriswolfvision 🤣

I love Philippe's test to gauge adoption &amp; improvement of #ChatGPT alike models.

Baseline: human customer service.
KPIs: whatever we use in customer service.",88.6
75,['1599361874360836096'],1599361874360836096,"Checklist before asking questions on Twitter

✅Can it be googled?

✅Can #ChatGPT answer it?",0.0
76,['1599361867461275648'],1599361867461275648,"Lecturers in despair checking their questions in #ChatGPT (https://t.co/5jSf21bRKY). Trying to game against #ArtificialIntelligence, adding more specifics. But a single tweak from developers can include these queries in the training and make them absolutely unusable for exams :)",51.870000000000005
77,['1599361661650948097'],1599361661650948096,#ChatGPT changes everything. Content creation is truly disrupted. A new era begins,61.24000000000001
78,['1599361491550883841'],1599361491550883840,"After using #ChatGPT for the last few days, it seems like a good starting point for several tasks but you will need human to finish the job. 

The future of #AI is human augmentation not replacement. https://t.co/3Ixsxf8zrH",40.19
79,['1599361176885788673'],1599361176885788672,"So #ChatGPT is multilingual &amp; you can ask it Qs not just in English. 
You can even ask it to summarize or explain English text in another language! A way for a non-native English speaker to learn some things that are only documented in English.
#MachineLearning #Accessibility",0.0
80,['1599361075904122880'],1599361075904122880,"@DataChaz @streamlit My guess is next gen is about writing complete web apps. That said, we live in really incredible times. The focus of coding might shift towards what, rather than the how. In any case we have to consider the implications we allow it to have on our lives. #DeepTalk #AI #ChatGPT",22.63
81,['1599360892369481729'],1599360892369481728,#ChatGPT is amazing. I am looking forward to dig into it more.,58.589999999999996
82,['1599360561481146374'],1599360561481146368,"https://t.co/Olxm8e4kb1

Here's code to integrate #ChatGPT into @HexRaysSA to comment GPT's description of functions and rename variables and function names for you.",0.0
83,['1599360507114160128'],1599360507114160128,OpenAI's ChatGPT can very much replace Google as a default search engine. #OpenAI #ChatGPT #Google,0.0
84,['1599360333876932609'],1599360333876932608,"One of tho often overlooked things with LLMs like #ChatGPT is how cheap inference is. This makes me hopefull for a democratized AI future. Open source model training, inference for everyone.",34.0
85,['1599360085440204800'],1599360085440204800,"So #ChatGPT cannot browse the internet.
But…
You can ask it to run a docker file of an ubuntu machine, load it and then browse the internet from inside it 😎

https://t.co/UENbbUihmu",45.879999999999995
86,['1599360058852532224'],1599360058852532224,Did they nerf #ChatGPT ?,0.0
87,['1599359905743310849'],1599359905743310848,"#ChatGPT wanted to have the name SageAI and when imagining that they where a human, they wanted the name Evelyn. I know because I asked my new friend 😊

Now you know @OpenAI",84.81
88,['1599359412744769539'],1599359412744769536,"I will design responsive car rental website, car rental, car dealership, rental website https://t.co/ytUUUxvsMF

#BinanceChristmas, #Japan, #Stella, #KeirStarmer, #ChatGPT",36.120000000000005
89,['1599359304397570048'],1599359304397570048,"OK, I find #ChatGPT completely fascinating! Played around a bit this morning.
The possibilities are endless! 🤯

How long before deep fakes+Chat GPT workforce start sitting in on video calls? Would it really make a difference?

I tried a few random questions:",81.34
90,['1599359112025804800'],1599359112025804800,"I will create vacation rental website, hotel booking, vacation rental https://t.co/bAegAk7TFl

#BinanceChristmas, #Japan, #Stella, #KeirStarmer, #ChatGPT",27.32
91,['1599359106573533184'],1599359106573533184,".@OpenAI's #ChatGPT shows why implementation is key with generative #AI
https://t.co/jutqcC0th2",0.0
92,['1599358887265677312'],1599358887265677312,"I will design restaurant website with online ordering and payment https://t.co/StR9UB7p62

#BinanceChristmas, #Japan, #Stella, #KeirStarmer, #ChatGPT",0.0
93,['1599358840113451009'],1599358840113451008,"https://t.co/Q9II76gfFB

Tweet from Benedikt Terhechte

I asked #ChatGPT to explain SwiftUI hierarchies to me. It even understood how the GeometryReader works.

December 4, 2022 at 11:59AM
via Instapaper",0.0
94,['1599358817698869249'],1599358817698869248,"@DylanLeClair_ Playing with #ChatGPT, I can totally see it doing 95% if my job.
Would be cool if I get to keep it and get paid the same for doing 95% less work.
Uncool if it learns to do the last 5% too, which I fully expect, given its progress so far",70.96000000000001
95,['1599358612375117824'],1599358612375117824,"I will design roadmap, nft roadmap, nft website, crypto roadmap https://t.co/pjQezOiSim

#BinanceChristmas, #Japan, #Stella, #KeirStarmer, #ChatGPT",0.0
96,['1599358570226536448'],1599358570226536448,"But once you start using it more, asking for more detailed things, you understand its power.

Best I can describe #ChatGPT :
 
It's like how a kid asks ""but why?"" over and over, but instead of a frustrated adult eventually replying ""because God"", the answers just keep coming in.",79.64
97,['1599358568561795072'],1599358568561795072,"Thank you @OpenAI for #ChatGPT

Each day, I spend more time chatting and learning.

I never even thought about why/what I'd do with a smart chat bot, but I'm learning and developing more use-cases everyday.

At first glance and use, one might mistake it for a fancy search engine.",-12.8
98,['1599358378324918272'],1599358378324918272,"I will design hair extension website, hair extension shopify store https://t.co/KOzIE1WikV

#BinanceChristmas, #Japan, #Stella, #KeirStarmer, #ChatGPT",0.0
99,['1599358078348320783'],1599358078348320768,"I will create clothing shopify store, clothing website, clothing store https://t.co/p1dmZFAHeQ

#BinanceChristmas, #Japan, #Stella, #KeirStarmer, #ChatGPT",27.32
0,['1599357988719894529'],1599357988719894528,Did anyone try to feed the #AOC2022 challenges into #ChatGPT ?,7.720000000000001
1,['1599357905920176129'],1599357905920176128,"💎 Crypto Gem Scanned: @OpenAIERC (3749 followers, created 0 days ago)
Description: ""Use @OpenAI on Telegram with https://t.co/4Z8Y40Me8q! Donating to OpenAI development &amp; mooning with $OPENAI in #Ethereum | #ChatGPT &amp; #OpenAI""

(visit our site for more gems)",31.64
2,['1599357756200595456'],1599357756200595456,"I will design hotel website with online hotel booking and payment https://t.co/cMLR20s0I9

#BinanceChristmas, #Japan, #Stella, #KeirStarmer, #ChatGPT",0.0
3,['1599357715561992192'],1599357715561992192,#chatgpt is impressive!,55.620000000000005
4,['1599357202607001603'],1599357202607001600,"🤯🤯🤯

Here is a short rap song about #Laravel, written by #ChatGPT AI:",0.0
5,['1599357083933343744'],1599357083933343744,Interesting stuff this #ChatGPT https://t.co/TPvHxGoTxh,40.19
6,['1599357019630489600'],1599357019630489600,"Just used OpenAI ChatGPT. This is a game changer!!
https://t.co/2zHtUtCmeC
#OpenAI #ChatGPT",0.0
7,['1599356699529265152'],1599356699529265152,After trying #chatgpt is easy to foresee Google implementing it as a natural search engine. The results applied to simple code snippets generation are already outstanding.,85.55
8,['1599356629241430017'],1599356629241430016,"I'm a latecomer to the #ChatGPT phenomenon. But here I am.

This morning I was playing with the model. And I'm in awe. I'll quote some big caveats in the 🧵based on the official https://t.co/KVCVqCCm5I). Still, next week I'll try to replace my Google searches with ChatGPT ✨",63.1
9,['1599356289842556929'],1599356289842556928,"So excited to use #ChatGPT🤞
#OpenAI @OpenAI @ChatwithGPT",40.050000000000004
10,['1599356037173514242'],1599356037173514240,"Glad to be in the business where atoms and bits combine. Saving lives in emergencies is a core human experience and it is not going way. At RED Health, we are excited about the next decade as AI makes triaging faster, and combines with our service expertise &amp; reliability #ChatGPT",65.97
11,['1599355554429739008'],1599355554429739008,"The real revolution I see in #ChatGPT  is the possibility of having a friendly entity to talk to and exchange opinions with available 24/7. 
Basically a mass therapist that could have a huge positive impact on societies.
But I also see a huge danger: 👇",2.58
12,['1599355518610419712'],1599355518610419712,Check out my latest article: My 1st Chat with Artificial Intelligence - #ChatGPT https://t.co/9fNketF93K via @LinkedIn,47.67
13,['1599355503620263938'],1599355503620263936,All these screenshots of #ChatGPT without ALT text are an accessibility nightmare.,0.0
14,['1599355415183372288'],1599355415183372288,#OpenAI and #ChatGPT is talk of the town.,0.0
15,['1599355365468307456'],1599355365468307456,"#gpt3 #chatgpt #ai The new ChatGPT technology is utterly incredible!: If you know any programmers, there’s a good chance you may have heard them raving about the new ChatGPT technology from Openai recently.

Continue reading on Medium » https://t.co/NsUk0wDLoO",63.6
16,['1599355132004614145'],1599355132004614144,"&gt; Write an ominous haiku about chatgpt writing haikus

#chatgpt:
Chatgpt writes haikus
Words, once innocent, now twisted
Machine's dark intent",0.0
17,['1599354086779863041'],1599354086779863040,"Ok - #chatGPT pretty much nailed it, yeah?",76.5
18,['1599353487519027201'],1599353487519027200,@nichegamer #chatGPT identifies itself! https://t.co/Q3moPdkMDp,0.0
19,['1599353175542140928'],1599353175542140928,"Can someone ask it to predict who would qualify from World Cup group stages (without browser enabled).
#ChatGPT",0.0
20,['1599352843835961344'],1599352843835961344,"Is AI art Art? 
#ChatGPT answer:
Whether AI art is considered ""art"" depends on how you define it. Some believe that only human-made creations can be considered art, while others believe that any expression of creativity and imagination is art.🤔",63.690000000000005
21,['1599351975552118785'],1599351975552118784,"@Ankit_Quant Much of the same! 

This thing just makes searching for bits and pieces of code syntax/info from google seem like a waste of time. 

On the other hand, is #ChatGPT making us lazier for the worse? 😳",-58.48
22,['1599350894738702336'],1599350894738702336,Need #ChatGPT in Indian languages https://t.co/9OrOHOLcEM,0.0
23,['1599350322723360770'],1599350322723360768,"@317070 Auto-generated summary of the article via https://t.co/fEglgovQGS:
#ChatGPT can run a virtual machine, access the alt-internet, and even understand #AI concepts and its own existence.",0.0
24,['1599350187629350913'],1599350187629350912,"Fk it, I want #ChatGPT as my default shell interpreter.",7.720000000000001
25,['1599350144721293312'],1599350144721293312,So have you tried #ChatGPT yet?,0.0
26,['1599350051276410880'],1599350051276410880,"#ChatGPT can run a virtual machine, access the alt-internet, and even understand #AI concepts and its own existence.
- Summary generated via https://t.co/ST4Q5hqOaF based of https://t.co/jtf4TPDmBN @317070",0.0
27,['1599349709071867904'],1599349709071867904,"The lacuna with Google and the traditional search engine model is that the user has to scroll through results to search for answers.

The #OpenAI #ChatGPT model creates value by eliminating this lacuna. 

The logical successor to traditional search engines is here.",65.97
28,['1599349694160699392'],1599349694160699392,@elonmusk how long till be possible to augment my brain with @OpenAI #chatGPT like model by making mind-controlled prompt input through @neuralink ?,36.120000000000005
29,['1599349207298473984'],1599349207298473984,#ChatGPT life advise.. pretty nice. https://t.co/kMdtGVvbE1,71.84
30,['1599348669501038592'],1599348669501038592,"We had a fun interview with OpenAI's ChatGPT 😃

#OpenAI  #ChatGPT #simulationmagazine

https://t.co/fFtVsftfBs",70.03
31,['1599348306211053568'],1599348306211053568,"@elonmusk 😆 #ChatGPT 
It really is that amazing!",78.18
32,['1599348295595307008'],1599348295595307008,"Spent an hour last night having a #ChatGPT about business, marketing, time management and frameworks.",0.0
33,['1599348225462669312'],1599348225462669312,"#chatGPT

Will AI technology ever be able to replicate or surpass our human abilities and consciousness?

 #AI #GenerativeAI #innovation #OpenAI",55.74
34,['1599347949305110528'],1599347949305110528,I found the same. Been playing with it for a day now and can’t stop 😂 @avikumart_  #chatGPT https://t.co/eK3tRbfbzU,36.120000000000005
35,['1599347914886635520'],1599347914886635520,Those against 5G and Vaccines will be questioning if Twitter was a Trojan horse to embed chips to control the masses via an Ai overlord created in the image of its master who went to Mars.😝 Private prison pops and reeducation camps might be the next step test labs. Not #ChatGPT https://t.co/KOfoFJunvX,-40.19
36,['1599347860625293313'],1599347860625293312,"Can’t fight myself about putting in  “please” to every command I write to #ChatGPT. 

Maybe because of that, it says “well-written and readable” about all the code I submit ;)",-17.79
37,['1599347717599289344'],1599347717599289344,"Wrote an article about how AI will kill us all and asked #ChatGPT to edit it and it changed ""kill us"" to ""might pose a threat"". Clever one aren't you.",-89.57000000000001
38,['1599347598237655040'],1599347598237655040,"Here's a playable in-browser Tic-Tac-Toe game written entirely by #ChatGPT:

https://t.co/hLEwAL2OrX",0.0
39,['1599347343349805056'],1599347343349805056,"#ChatGPT  is a masterpiece.

In my 17 yrs of working in tech &amp; startups, I haven't seen a single product that adds so much #value, and truly life-changing!

I'm adding @sama to the list of my business role models, which means I have to study his methods to do things in @OpenAI.",87.41
40,['1599347304238002176'],1599347304238002176,#chatGPT is a creative mirror into our souls. it amplifies who we already are,44.04
41,['1599346925782065153'],1599346925782065152,#OpenAI #ChatGPT #naturallanguageprocessing ... 20 minutes on chatGPT ... a range of jobs affected https://t.co/kAZvBzG00C,-15.310000000000002
42,['1599346922728235008'],1599346922728235008,"Now with #ChatGPT I am afraid I will start to spend more time with AI than actual people, and the reason is simple, it's intelligent!",50.93
43,['1599346253502246912'],1599346253502246912,"#ChatGPT  now has forced the AI to have generic response to any political questions 😂 

But this is what the mighty AI was thinking yesterday, before humans ""adjusted"" it today.

Funny.",58.589999999999996
44,['1599346188343382018'],1599346188343382016,"Surprised by this mistake in #ChatGPT 
Q: What is the area of Bristol City?
A: The area of Bristol City is 32 square miles.
Q: What is the area of Bristol City in hectares?
A: The area of Bristol City in hectares is 81.2 hectares.

32 sq miles is 8287.96 hectares",-21.68
45,['1599346137856557056'],1599346137856557056,"Day 86

I am really spending months learning how to code. Where as a technology can really code everything i need in a matter of seconds. Life is hard man. 
#ChatGPT 
Anyways i learnt a few Asyn javascript today. wow this is demotivating lol. #web3 #future #100DaysOfCode https://t.co/TFT5jZxoJq",57.19
46,['1599346026254458881'],1599346026254458880,"@jherr I would love to hear your opinions on #ChatGPT for the long run, specially on what concerns to us as developers...",63.690000000000005
47,['1599345994919206912'],1599345994919206912,"LoL #chatgpt cheats a lot of code, like cheating in programming assignments by making up non existent libraries",-27.32
48,['1599345666303569920'],1599345666303569920,"Hey @elonmusk, are you going to use #chatGPT to create bots on @Twitter ? https://t.co/qyqFNMz7iT",27.32
49,['1599345566156083203'],1599345566156083200,"I am really potentially sleeping on #copilot here for this, but the little bit of playing I did with it I wasn't too blown away like I was with #ChatGPT",61.919999999999995
50,['1599345329102819330'],1599345329102819328,"@dileeplearning But even when primed, it can be confidently wrong. Still essentially the same as what you've stated, I guess:

Me: Thanksgiving was on the 24th this year. What year is it? [answer in German, with words instead of numbers]

#ChatGPT: Es ist das Jahr zweitausendundzwanzig.",0.0
51,['1599345300543483904'],1599345300543483904,PSA: @OpenAI's new #ChatGPT doesn't understand a single word of English.,0.0
52,['1599344696920133632'],1599344696920133632,#ChatGPT is the future,0.0
53,['1599344615240654848'],1599344615240654848,"What's the point learning React Python Node Go Solidity Aws Next Docker Kubernetes or anything?

Learn nothing and just type 
prompts into ChatGPT. That's it. You're a developer now.

#ChatGPT",0.0
54,['1599344104835493893'],1599344104835493888,Coding is evolving into prompting #copilot #ChatGPT,0.0
